Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude
Myzomela cruentata,Meliphagidae,Passeriformes,15.1,2.6,2.5,12.6,54.2,18.1,38.5,8.2,Forest,Omnivore,Nectarivore,Insessorial,1.0,199161.11,-10.63,-0.37,141.83,-5.12
Myzomela dammermani,Meliphagidae,Passeriformes,16.1,2.4,2.8,15.6,58.1,17.9,39.9,7.8,Forest,Omnivore,Nectarivore,Insessorial,1.0,9360.04,-11.0,-9.28,120.25,-9.86
Myzomela eichhorni,Meliphagidae,Passeriformes,21.1,3.2,3.4,17.6,65.2,17.1,45.0,10.8,Forest,Herbivore,Nectarivore,Insessorial,1.0,5099.33,-8.83,-7.57,157.36,-8.23
Myzomela eques,Meliphagidae,Passeriformes,21.4,3.2,3.6,16.8,69.1,12.7,54.2,13.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,465709.31,-10.73,0.34,141.02,-5.07
Myzomela erythrina,Meliphagidae,Passeriformes,15.1,2.6,2.5,12.6,54.2,18.1,38.5,8.2,Forest,Omnivore,Nectarivore,Insessorial,1.0,7517.93,-4.85,-2.34,152.07,-3.65
Myzomela erythrocephala,Meliphagidae,Passeriformes,16.1,2.4,2.8,15.6,58.1,17.9,39.9,7.8,Woodland,Herbivore,Nectarivore,Insessorial,1.0,442219.32,-18.81,-3.84,135.22,-12.08
Myzomela erythromelas,Meliphagidae,Passeriformes,13.2,2.5,2.6,14.0,51.2,21.3,32.4,8.0,Forest,Herbivore,Nectarivore,Insessorial,1.0,31100.96,-6.31,-4.14,150.67,-5.47
Myzomela jugularis,Meliphagidae,Passeriformes,17.1,2.6,2.8,16.8,56.9,21.6,35.3,8.7,Forest,Herbivore,Nectarivore,Insessorial,2.0,18250.78,-20.68,-15.71,162.02,-17.46
Myzomela kuehni,Meliphagidae,Passeriformes,17.1,2.6,3.0,17.5,57.5,20.7,40.0,10.8,Shrubland,Omnivore,Nectarivore,Insessorial,1.0,4711.18,-8.46,-7.56,125.59,-8.0
Myzomela lafargei,Meliphagidae,Passeriformes,21.0,3.1,3.2,16.3,62.0,14.3,41.7,12.8,Forest,Omnivore,Nectarivore,Insessorial,1.0,17304.73,-8.58,-5.01,156.57,-6.81
Myzomela longirostris,Meliphagidae,Passeriformes,18.8,2.6,2.6,14.8,61.9,19.3,39.8,10.3,Shrubland,Herbivore,Nectarivore,Insessorial,1.0,707.01,-9.53,-9.2,150.24,-9.35
Myzomela malaitae,Meliphagidae,Passeriformes,19.8,3.1,3.5,17.4,64.8,13.8,49.4,13.8,Forest,Herbivore,Nectarivore,Insessorial,1.0,4343.26,-9.8,-8.3,161.01,-9.0
Myzomela melanocephala,Meliphagidae,Passeriformes,20.0,3.1,3.0,15.7,60.4,16.0,44.4,12.0,Forest,Herbivore,Nectarivore,Insessorial,1.0,5908.77,-9.95,-8.85,160.16,-9.58
Myzomela nigrita,Meliphagidae,Passeriformes,16.1,2.6,2.8,14.1,56.6,15.4,39.6,9.3,Forest,Omnivore,Omnivore,Insessorial,2.0,166127.84,-11.66,0.04,141.63,-5.38
Myzomela obscura,Meliphagidae,Passeriformes,19.8,2.9,3.4,17.4,67.8,17.2,51.7,11.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,763713.2,-28.7,-0.7,140.05,-13.66
Myzomela pammelaena,Meliphagidae,Passeriformes,17.1,2.5,2.8,16.8,63.0,19.0,43.0,15.8,Forest,Omnivore,Omnivore,Insessorial,1.0,1845.46,-5.96,-0.88,147.89,-2.82
Myzomela pulchella,Meliphagidae,Passeriformes,19.0,2.5,3.5,16.7,67.0,17.2,45.0,10.0,Forest,Omnivore,Nectarivore,Insessorial,1.0,2425.63,-4.65,-3.23,152.67,-4.11
Myzomela rosenbergii,Meliphagidae,Passeriformes,18.8,2.6,2.6,14.8,61.9,19.3,39.8,10.3,Shrubland,Herbivore,Nectarivore,Insessorial,1.0,176793.86,-10.19,-0.42,141.69,-5.18
Myzomela rubratra,Meliphagidae,Passeriformes,19.4,3.0,3.3,21.7,74.6,17.3,53.8,14.0,Forest,Omnivore,Nectarivore,Insessorial,1.0,1609.39,5.26,20.03,146.38,9.79
Myzomela rubrobrunnea,Meliphagidae,Passeriformes,19.8,2.9,3.4,17.4,67.8,17.2,51.7,11.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,2526.48,-1.22,-0.63,135.89,-0.94
Myzomela rubrotincta,Meliphagidae,Passeriformes,19.8,2.9,3.4,17.4,67.8,17.2,51.7,11.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,2225.34,-1.74,-1.17,127.71,-1.54
Myzomela sanguinolenta,Meliphagidae,Passeriformes,13.8,2.2,2.4,13.6,57.8,22.2,34.6,8.3,Forest,Herbivore,Nectarivore,Insessorial,2.0,912973.16,-38.13,-14.05,148.84,-27.41
Myzomela sclateri,Meliphagidae,Passeriformes,17.0,2.9,3.0,16.6,61.0,18.3,42.6,10.5,Forest,Herbivore,Omnivore,Insessorial,1.0,1105.8,-5.52,-4.09,147.48,-4.93
Myzomela simplex,Meliphagidae,Passeriformes,19.8,2.9,3.4,17.4,67.8,17.2,51.7,11.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,22263.73,-1.04,2.64,128.0,0.89
Myzomela tristrami,Meliphagidae,Passeriformes,19.8,2.9,3.4,18.3,64.0,17.4,47.8,13.3,Forest,Herbivore,Nectarivore,Insessorial,1.0,3402.19,-10.91,-10.17,161.81,-10.55
Myzomela vulnerata,Meliphagidae,Passeriformes,15.5,2.3,2.6,15.7,55.8,15.4,38.8,6.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,23721.16,-10.34,-8.33,125.21,-9.18
Myzomela wakoloensis,Meliphagidae,Passeriformes,14.8,2.3,2.5,14.7,52.5,16.6,36.6,7.9,Forest,Herbivore,Nectarivore,Insessorial,1.0,5355.33,-3.74,-2.89,128.06,-3.23
Nesoptilotis flavicollis,Meliphagidae,Passeriformes,19.3,2.9,3.6,24.9,99.6,22.0,93.5,28.7,Forest,Omnivore,Omnivore,Insessorial,1.0,66098.27,-43.64,-39.58,146.61,-41.91
Nesoptilotis leucotis,Meliphagidae,Passeriformes,18.2,2.5,3.4,21.7,88.8,17.3,80.8,23.9,Shrubland,Omnivore,Invertivore,Insessorial,1.0,1974990.0,-39.48,-19.6,139.62,-31.29
Oreornis chrysogenys,Meliphagidae,Passeriformes,26.0,3.9,5.3,38.4,129.0,17.2,128.9,69.5,Forest,Omnivore,Omnivore,Insessorial,1.0,22304.25,-5.03,-3.41,138.25,-4.1
Philemon albitorques,Meliphagidae,Passeriformes,47.6,7.8,12.4,44.5,184.5,21.1,133.0,85.7,Forest,Herbivore,Nectarivore,Insessorial,1.0,1887.91,-2.25,-1.91,146.93,-2.09
Philemon argenticeps,Meliphagidae,Passeriformes,35.4,5.1,7.8,29.5,136.3,22.9,110.3,80.4,Forest,Omnivore,Omnivore,Insessorial,2.0,885758.87,-21.82,-9.85,134.04,-15.68
Philemon brassi,Meliphagidae,Passeriformes,30.6,5.1,5.8,25.0,99.5,10.7,90.0,85.7,Wetland,Herbivore,Omnivore,Insessorial,2.0,9875.49,-3.58,-1.59,138.38,-2.99
Philemon buceroides,Meliphagidae,Passeriformes,43.1,6.3,10.0,36.6,147.6,17.6,127.7,108.6,Forest,Herbivore,Omnivore,Insessorial,1.0,1092195.2,-24.44,0.04,140.0,-8.32
Philemon citreogularis,Meliphagidae,Passeriformes,31.4,4.6,6.5,27.3,127.2,20.0,103.3,60.6,Forest,Herbivore,Omnivore,Insessorial,2.0,3161053.22,-37.71,-8.14,141.92,-23.52
Philemon cockerelli,Meliphagidae,Passeriformes,43.7,7.4,10.2,40.4,154.2,16.6,135.5,154.1,Forest,Omnivore,Omnivore,Insessorial,1.0,35335.21,-6.31,-4.12,150.57,-5.48
Philemon corniculatus,Meliphagidae,Passeriformes,35.4,5.7,8.6,31.2,152.1,27.1,129.0,100.7,Forest,Omnivore,Omnivore,Insessorial,1.0,1758116.37,-39.14,-8.26,147.27,-27.22
Philemon diemenensis,Meliphagidae,Passeriformes,35.7,5.0,6.7,33.9,125.8,20.3,114.0,65.9,Forest,Omnivore,Omnivore,Insessorial,1.0,17820.1,-22.71,-20.09,165.7,-21.32
Philemon eichhorni,Meliphagidae,Passeriformes,44.4,6.0,8.0,34.5,137.8,16.2,127.4,101.0,Forest,Herbivore,Omnivore,Insessorial,1.0,1714.74,-4.62,-3.1,152.69,-4.09
Philemon fuscicapillus,Meliphagidae,Passeriformes,43.1,6.9,9.8,37.8,145.4,17.5,127.4,85.7,Forest,Herbivore,Omnivore,Insessorial,1.0,2284.07,1.98,2.65,128.45,2.32
Philemon inornatus,Meliphagidae,Passeriformes,32.4,4.7,6.3,31.9,117.7,19.0,100.8,85.7,Forest,Herbivore,Omnivore,Insessorial,1.0,28799.07,-10.44,-8.33,125.1,-9.26
Philemon kisserensis,Meliphagidae,Passeriformes,30.2,4.4,6.2,27.5,126.0,19.7,100.0,62.8,Forest,Herbivore,Omnivore,Insessorial,1.0,534.06,-8.27,-8.01,127.78,-8.16
Philemon meyeri,Meliphagidae,Passeriformes,30.9,4.3,6.3,25.0,109.4,19.6,90.9,52.0,Forest,Herbivore,Omnivore,Insessorial,1.0,466260.95,-10.73,-1.47,141.82,-5.35
Philemon moluccensis,Meliphagidae,Passeriformes,44.2,6.1,9.5,40.6,149.8,18.8,129.6,85.7,Forest,Herbivore,Omnivore,Insessorial,1.0,8456.57,-3.84,-3.05,126.63,-3.42
Philemon plumigenis,Meliphagidae,Passeriformes,44.2,6.1,9.5,40.6,149.8,18.8,129.6,85.7,Forest,Herbivore,Omnivore,Insessorial,1.0,4533.41,-8.03,-5.27,131.79,-7.1
Philemon subcorniculatus,Meliphagidae,Passeriformes,45.7,6.5,10.0,40.5,158.6,16.9,142.0,194.0,Forest,Herbivore,Omnivore,Insessorial,1.0,17074.17,-3.88,-2.78,129.46,-3.2
Phylidonyris niger,Meliphagidae,Passeriformes,24.0,2.9,3.9,20.2,76.2,20.4,71.3,18.2,Shrubland,Herbivore,Nectarivore,Insessorial,2.0,1047225.93,-37.43,-14.75,137.94,-28.98
Phylidonyris novaehollandiae,Meliphagidae,Passeriformes,22.8,2.9,4.0,21.8,77.9,22.4,75.4,20.2,Shrubland,Herbivore,Nectarivore,Insessorial,2.0,851798.64,-43.64,-25.0,140.14,-34.87
Phylidonyris pyrrhopterus,Meliphagidae,Passeriformes,21.3,2.4,3.4,20.4,74.3,17.4,65.3,16.3,Forest,Herbivore,Omnivore,Insessorial,1.0,357930.02,-43.64,-30.8,146.9,-37.11
Plectorhyncha lanceolata,Meliphagidae,Passeriformes,20.7,3.7,4.8,24.8,110.8,21.1,98.8,40.6,Forest,Herbivore,Omnivore,Insessorial,1.0,2020455.09,-37.8,-17.83,146.02,-28.84
Prosthemadera novaeseelandiae,Meliphagidae,Passeriformes,31.3,5.2,5.9,36.5,147.8,20.8,118.8,105.8,Forest,Herbivore,Nectarivore,Insessorial,1.0,125476.53,-50.93,-29.24,172.93,-39.14
Ptiloprora erythropleura,Meliphagidae,Passeriformes,20.4,2.9,3.8,22.3,77.6,21.1,67.4,21.1,Forest,Omnivore,Invertivore,Insessorial,1.0,60498.52,-5.12,-0.44,137.41,-3.63
Ptiloprora guisei,Meliphagidae,Passeriformes,25.4,3.3,4.0,25.8,87.6,21.5,73.9,25.8,Forest,Carnivore,Invertivore,Insessorial,1.0,61859.61,-10.14,-4.87,145.33,-6.62
Ptiloprora mayri,Meliphagidae,Passeriformes,27.2,4.1,4.6,28.6,95.1,21.8,83.4,30.5,Forest,Omnivore,Invertivore,Insessorial,1.0,1102.69,-3.24,-2.43,139.15,-2.62
Ptiloprora meekiana,Meliphagidae,Passeriformes,18.2,2.7,3.3,23.0,76.4,18.7,68.3,18.5,Forest,Carnivore,Invertivore,Insessorial,1.0,139400.21,-10.09,-3.07,142.31,-5.53
Ptiloprora perstriata,Meliphagidae,Passeriformes,26.0,3.4,4.2,27.2,93.7,21.3,82.7,26.6,Forest,Omnivore,Invertivore,Insessorial,1.0,102361.91,-9.41,-2.5,140.62,-4.85
Ptiloprora plumbea,Meliphagidae,Passeriformes,20.7,2.7,3.1,23.1,76.1,20.0,64.6,14.1,Forest,Omnivore,Invertivore,Insessorial,1.0,136682.14,-10.22,-2.99,141.95,-5.44
Ptilotula flavescens,Meliphagidae,Passeriformes,15.6,2.7,3.2,17.8,72.7,21.5,59.1,12.4,Forest,Herbivore,Nectarivore,Insessorial,1.0,1038738.89,-21.27,-8.8,133.11,-16.8
Ptilotula fusca,Meliphagidae,Passeriformes,16.1,2.7,3.4,18.9,81.0,21.1,66.5,17.7,Forest,Omnivore,Invertivore,Insessorial,1.0,949120.71,-38.42,-16.65,148.29,-30.3
Ptilotula keartlandi,Meliphagidae,Passeriformes,16.8,2.8,3.4,20.7,77.4,20.8,66.1,15.2,Woodland,Omnivore,Invertivore,Insessorial,1.0,2753396.76,-29.94,-14.84,131.55,-22.18
Ptilotula ornata,Meliphagidae,Passeriformes,15.9,2.6,3.3,19.1,81.5,25.1,67.8,17.6,Woodland,Omnivore,Omnivore,Insessorial,1.0,1105315.89,-38.07,-28.77,132.41,-32.9
Ptilotula penicillata,Meliphagidae,Passeriformes,16.2,2.8,3.4,19.8,79.0,21.4,70.0,19.4,Forest,Omnivore,Omnivore,Insessorial,1.0,4922061.09,-39.48,-17.09,135.61,-26.17
Ptilotula plumula,Meliphagidae,Passeriformes,16.2,2.8,3.3,19.3,77.5,21.2,65.9,16.5,Woodland,Herbivore,Omnivore,Insessorial,1.0,5368167.7,-36.04,-12.83,133.87,-24.85
Purnella albifrons,Meliphagidae,Passeriformes,20.6,2.8,3.7,20.2,80.7,20.4,72.4,17.4,Shrubland,Herbivore,Nectarivore,Insessorial,1.0,792198.36,-36.48,-22.57,132.18,-30.62
Pycnopygius cinereus,Meliphagidae,Passeriformes,26.4,4.1,5.4,28.2,106.5,21.9,94.0,44.8,Forest,Herbivore,Omnivore,Insessorial,1.0,106235.8,-10.16,-0.4,142.98,-5.63
Pycnopygius ixoides,Meliphagidae,Passeriformes,18.3,3.3,4.1,22.0,82.4,15.4,69.4,27.6,Forest,Herbivore,Omnivore,Insessorial,1.0,459537.02,-10.73,-0.34,141.11,-4.88
Pycnopygius stictocephalus,Meliphagidae,Passeriformes,20.2,4.6,4.9,22.3,107.3,21.1,88.9,38.5,Forest,Herbivore,Omnivore,Insessorial,1.0,629677.66,-10.73,-0.34,141.0,-5.36
Ramsayornis fasciatus,Meliphagidae,Passeriformes,16.4,2.9,3.1,17.0,70.5,20.6,47.2,12.7,Forest,Omnivore,Omnivore,Insessorial,1.0,931104.02,-24.14,-10.02,135.63,-16.03
Ramsayornis modestus,Meliphagidae,Passeriformes,16.1,3.0,3.2,15.9,65.8,19.6,40.7,12.1,Shrubland,Omnivore,Nectarivore,Insessorial,1.0,290171.25,-20.0,0.04,143.32,-12.43
Stomiopera flava,Meliphagidae,Passeriformes,20.4,3.0,4.1,20.8,82.0,13.8,67.2,21.4,Forest,Herbivore,Omnivore,Generalist,1.0,415063.54,-22.73,-10.02,144.19,-17.25
Stomiopera unicolor,Meliphagidae,Passeriformes,23.0,3.2,4.5,24.6,94.7,13.8,78.0,30.7,Forest,Herbivore,Omnivore,Insessorial,1.0,1189196.61,-21.4,-10.59,135.26,-16.31
Stresemannia bougainvillei,Meliphagidae,Passeriformes,30.0,3.9,5.0,25.7,85.6,14.1,63.8,24.7,Forest,Omnivore,Omnivore,Insessorial,1.0,2008.77,-6.57,-5.63,155.21,-6.06
Sugomel nigrum,Meliphagidae,Passeriformes,18.0,2.4,2.5,13.6,66.9,26.9,41.2,9.9,Shrubland,Omnivore,Nectarivore,Insessorial,3.0,5440427.41,-37.55,-14.87,133.35,-26.21
Timeliopsis fulvigula,Meliphagidae,Passeriformes,18.8,3.3,4.3,21.9,75.1,16.8,57.0,18.3,Forest,Carnivore,Invertivore,Insessorial,1.0,137140.89,-10.23,-0.43,141.77,-5.25
Timeliopsis griseigula,Meliphagidae,Passeriformes,23.5,4.4,5.0,23.0,93.7,17.0,69.1,32.0,Forest,Omnivore,Omnivore,Insessorial,1.0,170363.66,-10.73,-0.34,137.86,-3.8
Trichodere cockerelli,Meliphagidae,Passeriformes,20.5,2.7,3.7,18.4,70.7,15.2,59.2,14.7,Forest,Herbivore,Nectarivore,Insessorial,1.0,62694.1,-16.49,-10.69,143.39,-13.8
Vosea whitemanensis,Meliphagidae,Passeriformes,39.6,4.6,5.6,30.0,103.3,24.5,89.0,48.0,Forest,Omnivore,Nectarivore,Insessorial,2.0,3172.99,-6.02,-5.02,151.09,-5.49
Xanthotis flaviventer,Meliphagidae,Passeriformes,29.2,4.6,5.7,26.0,97.8,12.8,76.6,40.0,Forest,Carnivore,Invertivore,Insessorial,1.0,759089.47,-15.88,0.59,140.99,-5.86
Xanthotis macleayanus,Meliphagidae,Passeriformes,27.0,4.0,4.6,24.4,87.0,13.7,69.8,31.0,Forest,Carnivore,Invertivore,Insessorial,1.0,27328.2,-19.61,-14.68,145.57,-17.18
Xanthotis polygrammus,Meliphagidae,Passeriformes,23.0,3.4,4.2,20.2,73.8,14.3,58.1,20.0,Forest,Carnivore,Invertivore,Insessorial,1.0,420905.85,-10.73,0.04,140.7,-5.12
Menura alberti,Menuridae,Passeriformes,41.9,7.1,8.2,101.1,261.9,3.3,441.1,928.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,25535.74,-29.7,-27.55,152.33,-28.62
Menura novaehollandiae,Menuridae,Passeriformes,42.2,7.0,7.6,109.5,280.9,2.0,582.7,972.6,Forest,Carnivore,Invertivore,Terrestrial,1.0,324756.71,-37.85,-26.55,150.3,-32.65
Allenia fusca,Mimidae,Passeriformes,22.0,4.8,5.7,29.1,122.8,23.5,96.8,67.1,Shrubland,Omnivore,Omnivore,Insessorial,1.0,5297.69,11.99,18.12,-61.44,15.24
Cinclocerthia gutturalis,Mimidae,Passeriformes,41.4,5.1,6.4,30.4,103.1,16.0,89.4,69.2,Forest,Carnivore,Invertivore,Insessorial,1.0,1756.73,13.7,14.88,-61.0,14.38
Cinclocerthia ruficauda,Mimidae,Passeriformes,34.8,5.0,5.9,28.5,98.0,18.8,81.2,55.0,Forest,Carnivore,Invertivore,Insessorial,1.0,3295.06,11.99,17.66,-61.61,15.45
Dumetella carolinensis,Mimidae,Passeriformes,19.2,4.0,4.8,27.4,90.7,18.6,90.3,35.3,Shrubland,Omnivore,Invertivore,Insessorial,3.0,6824562.12,28.33,55.06,-95.25,42.61
Margarops fuscatus,Mimidae,Passeriformes,31.3,5.4,7.8,36.7,132.3,20.5,114.9,98.4,Shrubland,Omnivore,Omnivore,Insessorial,1.0,20593.03,12.02,25.56,-67.29,18.7
Melanoptila glabrirostris,Mimidae,Passeriformes,20.9,4.2,5.0,27.8,92.2,15.9,91.0,35.4,Woodland,Omnivore,Invertivore,Insessorial,1.0,178149.45,16.7,21.61,-89.37,19.19
Melanotis caerulescens,Mimidae,Passeriformes,27.9,4.8,6.1,30.2,111.2,13.7,126.5,61.6,Forest,Omnivore,Omnivore,Generalist,1.0,577099.95,15.94,29.33,-102.01,20.9
Melanotis hypoleucus,Mimidae,Passeriformes,29.4,5.1,6.1,31.8,107.4,11.9,126.8,68.0,Forest,Carnivore,Invertivore,Generalist,1.0,98583.12,13.02,17.32,-90.12,15.12
Mimus dorsalis,Mimidae,Passeriformes,24.2,4.8,5.8,36.1,112.0,18.7,106.2,58.7,Shrubland,Omnivore,Invertivore,Generalist,1.0,173822.65,-25.73,-15.76,-65.73,-20.39
Mimus gilvus,Mimidae,Passeriformes,22.9,5.1,5.8,33.0,105.8,22.8,115.7,52.0,Shrubland,Carnivore,Invertivore,Generalist,1.0,2161965.65,-23.07,21.61,-67.33,5.98
Mimus graysoni,Mimidae,Passeriformes,25.0,5.7,6.7,34.9,106.5,15.4,122.0,65.5,Woodland,Omnivore,Omnivore,Insessorial,1.0,15.19,18.75,18.83,-110.99,18.78
Mimus gundlachii,Mimidae,Passeriformes,24.8,5.0,5.8,38.5,110.6,22.3,120.4,66.8,Shrubland,Omnivore,Omnivore,Generalist,1.0,15471.5,17.84,27.23,-76.57,23.87
Mimus longicaudatus,Mimidae,Passeriformes,26.2,5.0,6.3,38.7,121.7,21.7,139.6,66.6,Shrubland,Omnivore,Omnivore,Generalist,1.0,181590.29,-16.66,-0.31,-78.27,-8.11
Mimus macdonaldi,Mimidae,Passeriformes,36.7,5.0,5.9,36.7,116.0,22.7,108.2,70.2,Shrubland,Omnivore,Omnivore,Generalist,1.0,66.53,-1.41,-1.34,-89.67,-1.38
Mimus melanotis,Mimidae,Passeriformes,28.2,4.1,4.9,36.3,106.6,23.5,102.0,50.5,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,550.22,-0.95,-0.69,-89.43,-0.83
Mimus parvulus,Mimidae,Passeriformes,25.4,4.1,4.8,36.0,104.0,20.6,100.2,53.6,Shrubland,Omnivore,Omnivore,Insessorial,1.0,6967.11,-1.03,1.68,-91.04,-0.5
Mimus patagonicus,Mimidae,Passeriformes,19.4,4.6,5.0,34.0,101.7,23.0,101.3,57.8,Shrubland,Carnivore,Invertivore,Terrestrial,2.0,1400520.82,-52.17,-22.77,-67.91,-39.92
Mimus polyglottos,Mimidae,Passeriformes,22.1,4.6,5.3,32.2,112.3,20.6,117.6,48.5,Shrubland,Omnivore,Omnivore,Generalist,3.0,10145517.51,16.21,50.99,-98.85,37.86
Mimus saturninus,Mimidae,Passeriformes,25.1,5.3,6.4,34.2,114.7,19.5,123.2,63.7,Shrubland,Omnivore,Omnivore,Terrestrial,2.0,7198431.03,-41.17,2.82,-52.88,-20.24
Mimus thenca,Mimidae,Passeriformes,23.4,4.9,5.4,39.2,113.2,24.7,119.8,66.0,Shrubland,Omnivore,Omnivore,Generalist,2.0,229319.44,-42.64,-27.06,-71.76,-35.65
Mimus trifasciatus,Mimidae,Passeriformes,31.6,4.7,5.6,39.4,117.8,22.7,107.2,62.7,Shrubland,Omnivore,Omnivore,Generalist,1.0,0.88,-1.33,-1.24,-90.31,-1.31
Mimus triurus,Mimidae,Passeriformes,20.6,4.5,5.4,32.2,102.0,21.4,106.7,47.2,Shrubland,Carnivore,Invertivore,Terrestrial,2.0,3284288.52,-42.29,-11.97,-61.29,-27.44
Oreoscoptes montanus,Mimidae,Passeriformes,20.8,4.4,5.3,29.4,97.7,26.0,96.0,44.2,Shrubland,Carnivore,Invertivore,Terrestrial,3.0,1992131.03,33.62,51.21,-111.95,42.73
Ramphocinclus brachyurus,Mimidae,Passeriformes,28.1,5.2,5.7,29.6,93.9,15.2,76.5,50.0,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,24.32,13.88,14.77,-60.9,14.52
Toxostoma bendirei,Mimidae,Passeriformes,27.1,6.0,6.6,33.6,98.6,19.6,110.4,62.2,Shrubland,Omnivore,Omnivore,Generalist,1.0,822797.04,25.45,38.48,-110.94,33.97
Toxostoma cinereum,Mimidae,Passeriformes,30.9,6.2,6.8,31.0,98.2,16.2,98.0,59.0,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,99643.4,22.87,31.36,-112.81,26.95
Toxostoma crissale,Mimidae,Passeriformes,32.1,5.7,6.1,29.6,101.2,19.3,109.4,62.7,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,1010689.86,19.69,37.27,-107.36,29.73
Toxostoma curvirostre,Mimidae,Passeriformes,35.2,6.1,6.5,32.4,111.6,17.7,109.2,80.5,Shrubland,Omnivore,Invertivore,Terrestrial,1.0,2044910.56,16.71,37.97,-103.65,27.84
Toxostoma guttatum,Mimidae,Passeriformes,30.6,5.9,5.6,30.4,86.9,12.2,102.4,52.8,Forest,Carnivore,Invertivore,Terrestrial,1.0,24.89,20.33,20.54,-86.93,20.48
Toxostoma lecontei,Mimidae,Passeriformes,37.4,5.2,5.8,31.1,96.0,15.2,115.0,61.9,Shrubland,Carnivore,Invertivore,Terrestrial,2.0,251262.3,25.82,37.7,-115.13,33.95
Toxostoma longirostre,Mimidae,Passeriformes,34.6,6.0,6.2,36.3,99.4,8.9,121.0,67.6,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,300961.71,19.07,29.89,-99.1,25.82
Toxostoma ocellatum,Mimidae,Passeriformes,37.4,6.8,7.1,37.3,104.0,7.5,136.4,84.3,Shrubland,Carnivore,Invertivore,Terrestrial,1.0,88725.79,16.51,21.02,-98.38,18.92
Toxostoma redivivum,Mimidae,Passeriformes,40.2,6.5,6.9,36.4,102.4,9.5,133.0,84.4,Shrubland,Omnivore,Invertivore,Generalist,1.0,167320.21,29.42,42.0,-120.09,36.46
Toxostoma rufum,Mimidae,Passeriformes,30.1,5.4,6.3,34.2,102.5,13.9,121.8,68.8,Shrubland,Omnivore,Omnivore,Generalist,2.0,5678627.88,25.78,54.12,-92.94,41.75
Lamprospiza melanoleuca,Mitrospingidae,Passeriformes,19.1,6.6,8.3,21.0,92.7,23.2,64.5,34.0,Forest,Herbivore,Omnivore,Insessorial,1.0,3392867.33,-14.17,6.04,-59.18,-4.86
Mitrospingus cassinii,Mitrospingidae,Passeriformes,21.6,5.4,6.9,25.4,83.5,12.6,73.2,40.4,Forest,Omnivore,Omnivore,Insessorial,1.0,167653.28,-2.66,10.88,-78.04,5.56
Mitrospingus oleagineus,Mitrospingidae,Passeriformes,20.7,5.5,7.1,25.8,93.4,18.0,84.4,41.3,Forest,Carnivore,Invertivore,Insessorial,1.0,38825.74,4.49,6.13,-61.38,5.33
Orthogonys chloricterus,Mitrospingidae,Passeriformes,24.0,6.1,7.5,24.5,90.4,23.8,79.6,39.0,Forest,Omnivore,Invertivore,Insessorial,1.0,121968.52,-29.68,-19.19,-45.74,-23.52
Arcanator orostruthus,Modulatricidae,Passeriformes,19.3,3.5,3.9,27.5,85.3,13.5,70.0,32.7,Forest,Carnivore,Invertivore,Terrestrial,1.0,6391.44,-16.34,-4.83,36.55,-9.81
Kakamega poliothorax,Modulatricidae,Passeriformes,18.6,3.6,4.7,30.5,83.8,10.3,75.8,36.4,Forest,Carnivore,Invertivore,Terrestrial,1.0,140625.85,-5.64,8.35,22.35,1.41
Modulatrix stictigula,Modulatricidae,Passeriformes,17.5,3.3,3.7,30.1,77.7,9.9,70.6,30.5,Forest,Omnivore,Omnivore,Generalist,1.0,70768.87,-10.29,-3.96,35.93,-7.61
Mohoua albicilla,Mohouidae,Passeriformes,12.7,3.0,4.6,25.4,70.4,19.9,65.4,17.6,Forest,Carnivore,Invertivore,Insessorial,1.0,36004.25,-41.61,-36.17,175.84,-39.09
Mohoua novaeseelandiae,Mohouidae,Passeriformes,10.9,2.7,3.7,23.2,60.4,20.2,62.8,12.1,Forest,Carnivore,Invertivore,Insessorial,1.0,76987.83,-47.29,-40.5,170.49,-43.68
Mohoua ochrocephala,Mohouidae,Passeriformes,14.1,3.6,5.1,30.9,80.5,19.3,73.8,27.7,Forest,Omnivore,Invertivore,Insessorial,1.0,16919.77,-46.5,-41.01,167.84,-45.19
Arses insularis,Monarchidae,Passeriformes,16.8,5.3,4.1,17.6,78.6,14.7,67.9,19.3,Forest,Carnivore,Invertivore,Insessorial,1.0,171996.0,-6.03,-1.52,141.57,-3.76
Arses kaupi,Monarchidae,Passeriformes,14.5,4.4,3.6,19.0,79.3,19.0,76.4,13.5,Forest,Carnivore,Invertivore,Insessorial,1.0,27770.73,-19.62,-15.49,145.73,-17.72
