Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude,bio_1,bio_4,bio_5,bio_6,bio_12
Fulica atra,Rallidae,Gruiformes,37.7,5.6,10.5,57.0,198.2,39.6,53.9,717.1,Wetland,Herbivore,Herbivore aquatic,Generalist,1.0,33490842.86,-46.68,66.41,81.74,36.45,8.093656539916992,1021.0668334960938,28.37125015258789,-13.79425048828125,34.0
Fulica cornuta,Rallidae,Gruiformes,53.5,9.8,14.6,76.7,291.0,32.8,68.7,2110.4,Wetland,Herbivore,Herbivore aquatic,Generalist,1.0,223464.94,-29.48,-21.37,-67.6,-25.35,6.501104354858398,311.7829895019531,17.31974983215332,-5.914999961853027,67.0
Fulica cristata,Rallidae,Gruiformes,42.6,6.4,11.5,66.4,212.0,36.1,60.0,826.0,Wetland,Herbivore,Herbivore aquatic,Aquatic,1.0,5291448.7,-34.84,39.45,26.35,-17.31,20.31793785095215,329.51971435546875,32.27149963378906,5.534999847412109,747.0
Fulica gigantea,Rallidae,Gruiformes,51.5,8.0,13.0,97.2,268.2,29.0,66.2,2442.7,Wetland,Herbivore,Herbivore aquatic,Aquatic,1.0,534521.72,-26.44,-10.13,-69.36,-17.54,7.477562427520752,220.3701934814453,18.25349998474121,-5.743249893188477,321.0
Fulica leucoptera,Rallidae,Gruiformes,33.6,5.6,9.8,57.5,182.2,36.6,49.2,656.0,Wetland,Herbivore,Herbivore aquatic,Aquatic,1.0,3041454.41,-55.72,-16.81,-63.43,-34.3,16.4168643951416,551.2927856445312,30.904748916625977,2.3172500133514404,901.0
Fulica rufifrons,Rallidae,Gruiformes,37.5,5.4,10.2,56.8,168.8,35.9,57.8,644.0,Wetland,Herbivore,Herbivore aquatic,Aquatic,1.0,1255982.21,-43.48,-16.93,-61.41,-34.37,16.086124420166016,526.3216552734375,30.369749069213867,2.9507501125335693,976.0
Gallicrex cinerea,Rallidae,Gruiformes,42.8,5.8,9.5,64.4,185.9,31.6,73.2,390.4,Wetland,Herbivore,Omnivore,Terrestrial,2.0,10850084.73,-7.44,45.92,101.65,22.92,19.260990142822266,373.5894470214844,27.79924964904785,7.306000232696533,1361.0
Gallinula chloropus,Rallidae,Gruiformes,33.9,4.3,8.1,45.9,165.5,32.2,69.0,339.6,Wetland,Omnivore,Omnivore,Terrestrial,1.0,38515141.7,-34.84,64.43,54.75,27.57,22.233842849731445,712.7681274414062,36.85074996948242,7.00600004196167,278.0
Gallinula comeri,Rallidae,Gruiformes,36.5,5.9,11.3,45.7,142.2,32.7,59.8,513.0,Grassland,Omnivore,Omnivore,Terrestrial,1.0,64.14,-40.37,-40.27,-9.93,-40.31,10.144121170043945,201.3272705078125,15.675342559814453,4.967123031616211,3219.0
Gallinula galeata,Rallidae,Gruiformes,31.4,5.4,9.8,51.1,176.1,32.4,74.9,339.6,Wetland,Omnivore,Omnivore,Terrestrial,1.0,13770097.15,-37.12,48.06,-71.22,5.81,26.698396682739258,94.63152313232422,34.42625045776367,21.16775131225586,2466.0
Gallinula tenebrosa,Rallidae,Gruiformes,36.1,5.2,9.5,56.1,197.2,33.2,72.4,530.1,Wetland,Herbivore,Omnivore,Terrestrial,1.0,3787334.48,-43.64,1.76,141.34,-24.78,23.927385330200195,625.5205078125,38.71025085449219,7.281750202178955,246.0
Gallirallus australis,Rallidae,Gruiformes,46.6,5.8,11.3,57.5,167.2,5.6,117.2,875.7,Forest,Omnivore,Omnivore,Terrestrial,1.0,41536.8,-47.29,-35.17,171.38,-42.53,11.056333541870117,342.7355041503906,20.50149917602539,1.7722500562667847,3373.0
Gallirallus calayanensis,Rallidae,Gruiformes,33.1,5.0,9.7,58.1,150.0,9.9,76.2,244.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,67.91,19.29,19.35,121.47,19.32,25.09592056274414,206.4398651123047,31.083158493041992,18.75789451599121,2892.0
Gymnocrex plumbeiventris,Rallidae,Gruiformes,49.4,4.8,9.3,58.1,192.2,23.6,71.0,288.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,694042.4,-10.73,2.65,140.69,-5.2,25.067249298095703,71.39144897460938,30.486499786376953,19.667999267578125,4746.0
Gymnocrex rosenbergii,Rallidae,Gruiformes,46.0,4.4,8.8,71.6,186.0,23.6,70.0,288.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,48705.95,-1.65,1.76,122.09,0.36,27.321638107299805,26.523845672607422,32.21754455566406,22.668420791625977,2037.0
Habroptila wallacii,Rallidae,Gruiformes,73.1,7.0,14.6,80.2,163.0,3.0,47.5,1000.0,Wetland,Omnivore,Omnivore,Terrestrial,1.0,18107.41,-0.92,2.23,128.01,0.87,24.687271118164062,24.57097625732422,29.00550079345703,20.690500259399414,2292.0
Himantornis haematopus,Rallidae,Gruiformes,39.5,6.0,12.1,76.8,208.0,11.7,83.4,585.7,Forest,Carnivore,Omnivore,Terrestrial,1.0,2352615.17,-6.14,10.33,14.9,1.48,24.2176456451416,71.45556640625,31.160999298095703,18.017749786376953,1615.0
Hypotaenidia immaculata,Rallidae,Gruiformes,46.2,6.0,11.3,68.9,168.7,13.6,76.0,553.2,Forest,Carnivore,Omnivore,Terrestrial,1.0,3690.94,-8.58,-7.51,159.2,-8.04,26.023712158203125,36.88646697998047,29.889196395874023,22.217084884643555,3116.0
Hypotaenidia insignis,Rallidae,Gruiformes,42.0,6.0,10.3,59.7,138.0,5.6,43.0,353.1,Forest,Omnivore,Omnivore,Terrestrial,1.0,33841.04,-6.32,-4.14,150.65,-5.47,26.058927536010742,37.05557632446289,30.26530647277832,21.959182739257812,3734.0
Hypotaenidia okinawae,Rallidae,Gruiformes,43.6,4.4,8.5,52.2,142.8,23.9,52.5,433.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,594.31,26.53,26.87,128.13,26.67,22.05238151550293,461.4447021484375,30.308162689208984,13.64693832397461,2116.0
Hypotaenidia rovianae,Rallidae,Gruiformes,42.7,4.5,9.5,55.2,145.3,13.2,58.5,353.1,Shrubland,Omnivore,Omnivore,Terrestrial,1.0,3354.63,-8.73,-7.84,157.41,-8.24,26.276649475097656,44.541378021240234,30.43886947631836,22.58127212524414,3428.0
Hypotaenidia sylvestris,Rallidae,Gruiformes,53.0,4.8,10.3,49.0,138.6,16.2,62.2,494.4,Forest,Carnivore,Invertivore,Terrestrial,1.0,1.68,-31.59,-31.54,159.08,-31.58,18.811979293823242,247.03607177734375,24.25,13.258333206176758,1606.0
Hypotaenidia tertia,Rallidae,Gruiformes,44.3,5.8,11.3,58.3,140.8,7.3,63.8,553.2,Forest,Carnivore,Omnivore,Terrestrial,1.0,6993.67,-6.88,-5.0,155.25,-6.14,23.735698699951172,45.62599182128906,28.250499725341797,19.7185001373291,3374.0
Hypotaenidia woodfordi,Rallidae,Gruiformes,47.8,5.8,11.9,63.5,167.5,22.3,71.5,553.2,Forest,Carnivore,Omnivore,Terrestrial,1.0,3999.91,-9.95,-9.24,160.16,-9.64,23.981979370117188,44.9776725769043,28.434999465942383,19.437000274658203,2725.0
Laterallus exilis,Rallidae,Gruiformes,17.5,2.6,4.8,23.2,73.4,20.0,33.8,33.5,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,6585440.31,-29.64,17.54,-62.08,-7.05,26.278989791870117,35.17116928100586,33.221248626708984,19.573999404907227,2286.0
Laterallus flaviventer,Rallidae,Gruiformes,16.9,2.2,4.2,22.5,66.2,26.4,28.5,24.9,Wetland,Omnivore,Aquatic predator,Terrestrial,2.0,2593534.55,-34.98,23.19,-62.91,-8.68,25.29121971130371,47.081424713134766,32.50025177001953,17.219499588012695,2331.0
Laterallus jamaicensis,Rallidae,Gruiformes,15.0,1.8,3.5,20.9,65.3,21.5,28.8,32.6,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,926165.39,-41.87,41.1,-69.34,-3.6,26.746082305908203,39.55607986450195,31.6872501373291,22.010250091552734,2354.0
Laterallus leucopyrrhus,Rallidae,Gruiformes,18.6,3.1,4.6,31.0,78.6,13.0,45.0,45.5,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,882070.87,-35.51,-19.76,-54.66,-29.21,18.945270538330078,394.64849853515625,30.034500122070312,8.583000183105469,1782.0
Laterallus levraudi,Rallidae,Gruiformes,19.1,3.2,5.0,29.6,78.5,16.2,33.0,43.5,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,37022.49,8.63,11.53,-68.76,10.32,25.42816734313965,45.15370178222656,31.31100082397461,19.063749313354492,1154.0
Laterallus melanophaius,Rallidae,Gruiformes,19.9,2.9,5.7,28.5,83.2,16.0,38.4,52.1,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,10160298.32,-35.55,10.63,-55.75,-13.16,24.262290954589844,80.7995376586914,32.56275177001953,13.69474983215332,1941.0
Laterallus rogersi,Rallidae,Gruiformes,21.2,2.6,4.2,22.5,54.2,0.2,28.5,39.3,Grassland,Omnivore,Omnivore,Terrestrial,1.0,16.43,-37.33,-37.28,-12.68,-37.3,13.400734901428223,227.76048278808594,19.264705657958984,7.911764621734619,1850.0
Laterallus ruber,Rallidae,Gruiformes,20.6,3.2,5.5,33.4,81.5,13.8,34.2,44.4,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,557484.26,10.7,22.56,-91.34,17.46,26.368885040283203,202.27874755859375,35.678001403808594,18.082500457763672,2184.0
Laterallus spilonota,Rallidae,Gruiformes,16.1,2.4,3.9,20.9,65.8,25.7,24.2,40.2,Forest,Carnivore,Omnivore,Terrestrial,1.0,2021.77,-1.32,0.62,-90.84,-0.63,24.502120971679688,149.74148559570312,31.587879180908203,17.861818313598633,290.0
Laterallus spilopterus,Rallidae,Gruiformes,15.2,2.1,3.6,22.0,76.2,23.2,34.0,52.1,Wetland,Omnivore,Aquatic predator,Terrestrial,2.0,133958.77,-42.88,-27.63,-59.69,-33.79,17.275480270385742,493.6699523925781,31.71700096130371,5.404749870300293,1024.0
Laterallus tuerosi,Rallidae,Gruiformes,15.7,3.0,3.8,21.5,74.5,20.1,35.7,32.6,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,163.83,-11.11,-10.92,-76.13,-11.01,6.163000106811523,101.92487335205078,13.392499923706055,-3.1034998893737793,956.0
Laterallus xenopterus,Rallidae,Gruiformes,17.9,3.6,5.7,30.5,69.5,17.8,45.6,56.9,Grassland,Carnivore,Aquatic predator,Terrestrial,1.0,46887.09,-26.27,-14.68,-56.6,-23.24,23.174875259399414,315.5164489746094,32.52199935913086,12.392999649047852,1500.0
Lewinia mirifica,Rallidae,Gruiformes,26.2,3.7,5.3,28.6,96.9,27.6,40.0,68.0,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,105068.66,12.54,18.65,121.42,15.95,22.943979263305664,136.78419494628906,29.094749450683594,16.74774932861328,2480.0
Lewinia muelleri,Rallidae,Gruiformes,30.1,3.3,5.2,29.2,93.8,19.7,41.0,93.0,Forest,Carnivore,Aquatic predator,Terrestrial,1.0,43.24,-50.91,-50.6,166.04,-50.85,6.925000190734863,182.77462768554688,11.702631950378418,3.330920934677124,1549.0
Lewinia pectoralis,Rallidae,Gruiformes,30.1,3.3,5.2,29.2,93.8,19.7,41.0,78.1,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,975421.42,-43.64,-0.71,146.03,-27.11,21.040271759033203,616.0191040039062,35.188751220703125,5.222249984741211,412.0
Lewinia striata,Rallidae,Gruiformes,37.4,4.2,7.2,32.9,114.8,24.2,40.6,116.0,Wetland,Omnivore,Omnivore,Terrestrial,1.0,4835230.29,-8.85,32.52,105.86,15.54,26.489885330200195,185.51458740234375,34.45024871826172,17.5262508392334,1771.0
Megacrex inepta,Rallidae,Gruiformes,73.0,8.5,17.1,87.3,174.0,6.8,34.4,1200.0,Woodland,Omnivore,Omnivore,Terrestrial,1.0,89575.46,-8.62,-2.53,141.17,-5.6,26.170562744140625,79.31407928466797,31.806499481201172,20.701250076293945,5736.0
Mentocrex kioloides,Rallidae,Gruiformes,29.3,4.1,8.6,41.7,121.8,20.5,46.0,246.0,Forest,Carnivore,Omnivore,Terrestrial,1.0,39392.29,-25.03,-12.66,48.72,-17.84,18.84693717956543,256.7356872558594,26.368999481201172,10.30049991607666,1399.0
Micropygia schomburgkii,Rallidae,Gruiformes,13.5,2.1,4.2,19.0,74.5,23.2,28.5,31.2,Grassland,Carnivore,Invertivore,Terrestrial,2.0,3010330.87,-24.58,10.46,-52.29,-14.43,24.83510398864746,140.43862915039062,33.590999603271484,13.522250175476074,1534.0
Neocrex colombiana,Rallidae,Gruiformes,21.5,3.4,6.4,28.0,97.0,23.7,30.0,58.3,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,105973.62,-0.4,12.46,-76.82,6.06,27.31875991821289,27.586397171020508,32.66849899291992,22.156749725341797,6344.0
Neocrex erythrops,Rallidae,Gruiformes,21.0,4.3,4.7,26.0,96.7,23.4,42.6,58.3,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,3059848.54,-26.88,10.9,-54.82,-9.04,25.09685516357422,66.81839752197266,34.34975051879883,18.058500289916992,2214.0
Paragallinula angulata,Rallidae,Gruiformes,22.4,3.8,7.0,35.9,133.0,35.9,59.8,130.0,Wetland,Omnivore,Omnivore,Generalist,1.0,11737913.2,-29.3,16.71,22.9,-4.23,24.395217895507812,38.85639572143555,30.271499633789062,18.52199935913086,1601.0
Pardirallus maculatus,Rallidae,Gruiformes,43.4,4.5,8.1,38.7,121.8,25.1,48.2,171.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,7546722.29,-37.4,23.07,-54.59,-12.71,24.34958267211914,93.62327575683594,32.72174835205078,13.724249839782715,1745.0
Pardirallus nigricans,Rallidae,Gruiformes,52.8,4.0,7.6,46.5,128.8,19.2,53.0,217.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,3254810.22,-30.44,9.7,-52.68,-17.74,21.913719177246094,161.3961944580078,29.65424919128418,11.151749610900879,1634.0
Pardirallus sanguinolentus,Rallidae,Gruiformes,54.1,4.0,7.5,42.1,126.2,24.8,63.2,232.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,4579906.01,-55.72,-3.6,-64.19,-32.74,16.318218231201172,501.2237243652344,29.22425079345703,2.5929999351501465,788.0
Porphyrio alleni,Rallidae,Gruiformes,33.0,5.2,9.9,49.4,152.6,34.5,63.6,138.7,Wetland,Herbivore,Herbivore aquatic,Terrestrial,3.0,16360428.26,-29.95,17.12,21.39,-1.98,24.4841251373291,47.68213653564453,30.076749801635742,19.030250549316406,2013.0
Porphyrio flavirostris,Rallidae,Gruiformes,25.4,4.2,8.1,37.4,132.2,37.6,69.0,92.6,Wetland,Omnivore,Omnivore,Terrestrial,2.0,5270055.29,-26.78,10.84,-61.11,-9.79,24.913623809814453,43.81739044189453,33.01599884033203,16.337249755859375,2140.0
Porphyrio hochstetteri,Rallidae,Gruiformes,71.2,15.2,39.3,95.8,232.5,13.3,107.0,2462.2,Grassland,Herbivore,Omnivore,Terrestrial,1.0,670.74,-45.51,-36.59,167.7,-45.22,9.977791786193848,324.5174255371094,19.024250030517578,2.1535000801086426,1722.0
Porphyrio martinicus,Rallidae,Gruiformes,30.6,6.3,12.0,56.2,174.4,26.9,72.8,235.1,Wetland,Herbivore,Herbivore aquatic,Terrestrial,1.0,16393196.71,-35.62,34.48,-62.47,-6.17,26.536083221435547,31.85870361328125,32.957000732421875,20.53700065612793,2093.0
Porphyriops melanops,Rallidae,Gruiformes,25.2,3.8,7.4,36.4,125.0,34.0,54.8,191.0,Wetland,Omnivore,Herbivore aquatic,Aquatic,1.0,4136401.21,-45.15,6.46,-53.22,-23.34,21.28012466430664,286.65679931640625,30.693750381469727,10.27649974822998,1367.0
Porzana albicollis,Rallidae,Gruiformes,46.1,7.9,9.4,32.7,115.5,13.2,96.2,100.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,6152059.49,-32.19,12.46,-53.51,-13.45,24.094635009765625,116.33589935302734,32.868499755859375,12.779500007629395,1650.0
Porzana carolina,Rallidae,Gruiformes,20.4,3.0,5.7,30.1,102.5,33.4,50.8,74.8,Wetland,Omnivore,Omnivore,Terrestrial,3.0,9780642.26,30.64,65.84,-101.49,48.73,3.9840831756591797,1264.577880859375,27.153249740600586,-20.5260009765625,418.0
Porzana fasciata,Rallidae,Gruiformes,19.5,3.7,5.8,38.3,91.8,13.2,26.5,69.0,Forest,Carnivore,Aquatic predator,Terrestrial,1.0,1297085.55,-10.7,1.6,-71.01,-5.19,26.018489837646484,42.71287155151367,31.331499099731445,20.125749588012695,2558.0
Porzana fluminea,Rallidae,Gruiformes,20.9,2.7,5.2,27.2,96.8,34.9,48.5,60.8,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,1975889.79,-43.64,-15.74,139.88,-30.69,20.06924057006836,572.3971557617188,33.83475112915039,6.410749912261963,158.0
Porzana porzana,Rallidae,Gruiformes,19.8,2.5,5.0,28.7,112.9,34.5,45.0,87.1,Wetland,Omnivore,Aquatic predator,Terrestrial,3.0,10691863.17,24.02,65.92,55.52,54.44,3.1094167232513428,1258.9276123046875,25.284250259399414,-18.39550018310547,515.0
Rallicula forbesi,Rallidae,Gruiformes,29.4,4.4,7.5,38.3,106.7,6.0,56.8,85.1,Forest,Carnivore,Invertivore,Terrestrial,1.0,196864.35,-10.42,-3.34,142.72,-5.77,16.857749938964844,44.00689697265625,22.858999252319336,10.897749900817871,3153.0
Rallicula leucospila,Rallidae,Gruiformes,24.0,4.5,8.0,36.3,106.8,1.3,64.0,120.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,16734.29,-2.9,-0.44,133.31,-1.11,19.600364685058594,27.0784854888916,24.16200065612793,15.08275032043457,3117.0
Rallicula mayri,Rallidae,Gruiformes,28.0,5.0,7.8,34.3,109.4,6.3,66.8,122.9,Forest,Carnivore,Invertivore,Terrestrial,1.0,12498.7,-3.82,-2.4,142.38,-3.42,24.06873893737793,21.19898223876953,28.484750747680664,19.58824920654297,2322.0
Rallicula rubra,Rallidae,Gruiformes,26.5,4.0,6.7,37.5,92.5,5.8,59.0,81.0,Forest,Carnivore,Invertivore,Terrestrial,1.0,104309.04,-6.37,-0.87,139.32,-4.32,11.235708236694336,28.915977478027344,16.981000900268555,5.553999900817871,3449.0
Rallina canningi,Rallidae,Gruiformes,31.2,4.1,7.8,55.3,148.8,7.6,75.2,178.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,5240.42,10.51,13.58,92.77,12.31,26.672752380371094,78.48347473144531,31.907194137573242,21.99280548095703,2878.0
Rallina eurizonoides,Rallidae,Gruiformes,25.3,3.8,6.5,42.2,125.8,23.2,61.2,109.0,Forest,Omnivore,Omnivore,Terrestrial,1.0,2090656.41,-5.71,31.12,103.78,18.18,24.83232307434082,328.8586730957031,32.468502044677734,13.586000442504883,2785.0
Rallina tricolor,Rallidae,Gruiformes,32.8,4.8,8.9,48.8,134.5,16.3,60.0,178.0,Forest,Carnivore,Aquatic predator,Terrestrial,1.0,727507.1,-19.75,0.04,141.08,-5.7,26.784677505493164,84.44389343261719,32.35700225830078,21.41550064086914,5839.0
Rallus antarcticus,Rallidae,Gruiformes,32.5,3.1,5.2,28.8,91.4,29.9,47.2,60.4,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,116492.9,-53.9,-40.38,-70.18,-49.58,9.043281555175781,517.5164184570312,21.975500106811523,-2.0772500038146973,140.0
Rallus aquaticus,Rallidae,Gruiformes,42.0,3.6,6.1,38.4,114.1,30.5,51.0,110.7,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,12363656.67,24.01,63.76,48.39,47.32,9.491802215576172,1218.590576171875,32.778499603271484,-10.081500053405762,209.0
Rallus caerulescens,Rallidae,Gruiformes,50.2,4.0,7.5,40.3,119.0,18.9,42.0,162.1,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,5673805.66,-34.84,13.61,29.18,-13.68,20.06450080871582,305.9514465332031,31.49424934387207,6.742000102996826,1007.0
Rallus crepitans,Rallidae,Gruiformes,64.7,3.8,6.2,48.4,148.0,22.3,61.0,306.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,227121.95,9.0,43.46,-80.32,25.57,24.281309127807617,316.1285095214844,31.841428756713867,15.281428337097168,1461.0
Rallus elegans,Rallidae,Gruiformes,59.1,4.4,8.1,53.2,158.4,24.6,58.0,313.3,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,3180557.02,17.85,47.12,-88.8,36.43,14.413395881652832,882.4932250976562,31.971750259399414,-3.740499973297119,1347.0
Rallus indicus,Rallidae,Gruiformes,40.2,3.6,6.8,39.0,124.0,29.6,48.5,104.5,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,2883471.77,37.3,63.61,121.91,49.93,-3.849895715713501,1510.3433837890625,22.22425079345703,-32.513999938964844,510.0
Rallus limicola,Rallidae,Gruiformes,37.8,2.9,5.4,32.4,101.0,26.5,38.6,84.1,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,5650094.92,-17.32,55.34,-100.95,43.23,8.724187850952148,1040.072509765625,30.777000427246094,-11.979999542236328,474.0
Rallus longirostris,Rallidae,Gruiformes,50.7,4.8,8.4,41.2,133.2,18.1,44.2,259.4,Coastal,Carnivore,Aquatic predator,Terrestrial,2.0,359148.15,-28.62,12.49,-51.17,-3.5,25.589635848999023,52.135231018066406,31.91874885559082,19.7237491607666,2026.0
Rallus madagascariensis,Rallidae,Gruiformes,55.6,4.8,7.4,37.6,105.8,20.1,40.0,114.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,149530.83,-25.06,-14.18,48.36,-19.14,19.150156021118164,263.652587890625,27.089750289916992,10.858499526977539,1980.0
Rallus obsoletus,Rallidae,Gruiformes,62.1,5.7,8.4,50.2,147.8,23.5,55.8,342.0,Coastal,Carnivore,Aquatic predator,Terrestrial,2.0,57343.01,18.46,38.27,-112.34,28.69,21.632898330688477,552.398193359375,34.34166717529297,8.868749618530273,118.0
Rallus semiplumbeus,Rallidae,Gruiformes,41.1,3.6,6.1,37.8,105.0,22.7,41.5,84.1,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,728.49,4.27,5.56,-74.18,4.68,13.550000190734863,30.98423194885254,19.79199981689453,6.952250003814697,1200.0
Rallus tenuirostris,Rallidae,Gruiformes,61.9,3.9,6.3,50.2,153.0,23.9,64.8,306.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,189445.5,18.08,22.03,-100.98,20.18,18.299604415893555,237.8188018798828,30.624000549316406,5.192999839782715,675.0
Rougetius rougetii,Rallidae,Gruiformes,34.1,4.1,6.6,49.2,128.4,15.2,47.6,193.4,Wetland,Omnivore,Omnivore,Terrestrial,1.0,344840.95,5.11,15.68,37.97,9.48,18.708030700683594,130.9113311767578,27.97825050354004,10.190750122070312,979.0
Rufirallus castaneiceps,Rallidae,Gruiformes,26.5,4.6,6.7,51.9,110.6,9.0,26.6,126.0,Human Modified,Carnivore,Invertivore,Terrestrial,1.0,607612.54,-12.79,1.54,-73.96,-5.72,26.511343002319336,42.428184509277344,32.313499450683594,20.285499572753906,2333.0
Rufirallus viridis,Rallidae,Gruiformes,21.1,3.1,6.0,34.7,88.1,14.1,30.2,64.3,Grassland,Carnivore,Invertivore,Terrestrial,1.0,6139478.63,-24.31,8.01,-56.53,-7.22,25.77116584777832,39.72676467895508,33.805999755859375,18.516000747680664,2102.0
Sarothrura affinis,Rallidae,Gruiformes,12.5,2.0,3.3,16.8,67.2,13.9,37.2,27.8,Wetland,Omnivore,Omnivore,Terrestrial,1.0,524225.88,-34.84,4.93,29.76,-22.8,21.214906692504883,343.7666320800781,30.868749618530273,7.42549991607666,494.0
Sarothrura ayresi,Rallidae,Gruiformes,11.3,2.0,4.0,20.9,73.0,26.0,35.6,31.8,Grassland,Omnivore,Omnivore,Terrestrial,1.0,2995.34,-25.57,9.44,37.32,3.8,27.182416915893555,100.83837890625,35.640499114990234,19.158000946044922,261.0
Sarothrura boehmi,Rallidae,Gruiformes,13.0,2.4,4.4,20.9,83.0,19.0,25.8,35.0,Grassland,Omnivore,Omnivore,Terrestrial,1.0,995800.31,-24.95,10.85,29.28,-12.23,20.4422607421875,219.99339294433594,30.433000564575195,8.444999694824219,1189.0
Sarothrura elegans,Rallidae,Gruiformes,15.0,2.2,3.8,25.0,85.0,18.5,36.8,46.0,Wetland,Carnivore,Invertivore,Terrestrial,1.0,7047799.89,-34.21,8.44,26.66,-8.05,24.770427703857422,81.09400939941406,33.29499816894531,15.61775016784668,1054.0
Sarothrura insularis,Rallidae,Gruiformes,13.1,2.0,3.7,21.6,70.2,14.7,45.2,26.8,Shrubland,Omnivore,Omnivore,Terrestrial,1.0,289629.5,-25.2,-12.47,47.8,-19.31,16.878280639648438,258.35089111328125,24.888999938964844,7.425750255584717,1387.0
Sarothrura lugens,Rallidae,Gruiformes,12.9,2.3,4.2,19.5,71.5,15.4,44.5,30.8,Shrubland,Omnivore,Omnivore,Terrestrial,1.0,189277.4,-14.47,8.31,24.65,-5.7,24.30078125,39.13113021850586,31.766000747680664,16.688249588012695,1439.0
Sarothrura pulchra,Rallidae,Gruiformes,17.0,2.9,4.7,31.5,80.6,10.4,41.0,45.2,Forest,Carnivore,Aquatic predator,Terrestrial,1.0,4635423.45,-11.34,13.43,16.56,0.32,25.04384422302246,59.27726745605469,30.957250595092773,19.70625114440918,1658.0
Sarothrura rufa,Rallidae,Gruiformes,13.6,2.4,4.0,24.3,77.0,14.1,45.4,37.7,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,4402555.0,-34.84,10.36,24.48,-9.18,22.145322799682617,106.94035339355469,31.6512508392334,11.833250045776367,1331.0
Sarothrura watersi,Rallidae,Gruiformes,15.2,2.2,3.2,23.5,69.5,22.7,42.8,26.5,Wetland,Omnivore,Aquatic predator,Terrestrial,1.0,12305.12,-22.06,-14.52,47.82,-19.38,16.24692726135254,260.81317138671875,24.462249755859375,6.779250144958496,1393.0
